EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
316,52,No,Travel_Rarely,1323,Research & Development,2,Life Sciences,1,Female,89,1,Laboratory Technician,Single,3212,3300,7,Y,No,15,80,0,6,3,2,2,2,2,Tech,Bachelor,High,Medium,Very High,Excellent,Medium,Good
325,33,Yes,Travel_Rarely,813,Research & Development,14,Medical,1,Male,58,1,Laboratory Technician,Married,2436,22149,5,Y,Yes,13,80,1,8,2,5,4,0,4,Tech,Bachelor,High,High,Very High,Excellent,High,Bad
328,33,Yes,Travel_Rarely,465,Research & Development,2,Life Sciences,1,Female,39,1,Laboratory Technician,Married,2707,21509,7,Y,No,20,80,0,13,3,9,7,1,7,Tech,College,Low,High,Low,Outstandingß,Low,Bestß
331,32,Yes,Travel_Rarely,515,Research & Development,1,Life Sciences,1,Male,62,1,Laboratory Technician,Single,3730,9571,0,Y,Yes,14,80,0,4,2,3,2,1,2,Tech,Bachelor,Very High,Medium,High,Excellent,Very High,Bad
332,39,No,Travel_Rarely,1431,Research & Development,1,Medical,1,Female,96,1,Laboratory Technician,Divorced,2232,15417,7,Y,No,14,80,3,7,1,3,2,1,2,Tech,Master,High,High,High,Excellent,High,Better
334,41,No,Travel_Rarely,1411,Research & Development,19,Life Sciences,1,Male,36,2,Research Scientist,Divorced,3072,19877,2,Y,No,16,80,2,17,2,1,0,0,0,Tech,College,High,High,Low,Excellent,Low,Good
335,40,No,Travel_Rarely,1300,Research & Development,24,Technical Degree,1,Male,62,2,Research Scientist,Divorced,3319,24447,1,Y,No,17,80,2,9,3,9,8,4,7,Tech,College,Low,High,Very High,Excellent,Low,Better
338,33,No,Travel_Rarely,832,Research & Development,5,Life Sciences,1,Female,63,1,Research Scientist,Married,2911,14776,1,Y,No,13,80,1,2,2,2,2,0,2,Tech,Master,High,Medium,Very High,Excellent,High,Good
340,37,No,Travel_Rarely,1017,Research & Development,1,Medical,1,Female,83,1,Research Scientist,Married,3920,18697,2,Y,No,14,80,1,17,2,3,1,0,2,Tech,College,High,Medium,Low,Excellent,Low,Good
343,39,No,Travel_Frequently,505,Research & Development,2,Technical Degree,1,Female,64,3,Healthcare Representative,Single,10938,6420,0,Y,No,25,80,0,20,1,19,6,11,8,Tech,Master,High,High,High,Outstandingß,Very High,Better
346,29,No,Travel_Rarely,665,Research & Development,15,Life Sciences,1,Male,60,1,Research Scientist,Single,2340,22673,1,Y,No,19,80,0,6,1,6,5,1,5,Tech,Bachelor,High,High,Very High,Excellent,Low,Better
347,42,No,Travel_Rarely,916,Research & Development,17,Life Sciences,1,Female,82,2,Research Scientist,Single,6545,23016,3,Y,Yes,13,80,0,10,1,3,2,0,2,Tech,College,Very High,Very High,Low,Excellent,High,Better
351,42,No,Travel_Rarely,269,Research & Development,2,Medical,1,Female,56,1,Laboratory Technician,Divorced,2593,8007,0,Y,Yes,11,80,1,10,4,9,6,7,8,Tech,Bachelor,Very High,Medium,Low,Excellent,High,Better
353,51,No,Travel_Rarely,833,Research & Development,1,Life Sciences,1,Male,96,1,Research Scientist,Married,2723,23231,1,Y,No,11,80,0,1,0,1,0,0,0,Tech,Bachelor,High,High,Very High,Excellent,Medium,Good
355,31,Yes,Travel_Frequently,307,Research & Development,29,Medical,1,Male,71,1,Laboratory Technician,Single,3479,11652,0,Y,No,11,80,0,6,2,5,4,1,4,Tech,College,High,Medium,Medium,Excellent,Medium,Bestß
359,32,No,Travel_Frequently,1311,Research & Development,7,Life Sciences,1,Male,100,1,Laboratory Technician,Married,2794,26062,1,Y,No,20,80,0,5,3,5,1,0,3,Tech,Bachelor,Medium,Very High,Medium,Outstandingß,High,Bad
362,32,No,Travel_Rarely,128,Research & Development,2,Technical Degree,1,Male,84,2,Laboratory Technician,Single,2176,19737,4,Y,No,13,80,0,9,5,6,2,0,4,Tech,Below College,Very High,Medium,Low,Excellent,Very High,Better
364,28,Yes,Travel_Rarely,529,Research & Development,2,Life Sciences,1,Male,79,1,Laboratory Technician,Single,3485,14935,2,Y,No,11,80,0,5,5,0,0,0,0,Tech,Master,Low,High,High,Excellent,High,Bad
367,31,No,Travel_Rarely,1463,Research & Development,23,Medical,1,Male,64,2,Healthcare Representative,Married,5582,14408,0,Y,No,21,80,1,10,2,9,0,7,8,Tech,Bachelor,Medium,Medium,Very High,Outstandingß,Medium,Better
369,25,No,Non-Travel,675,Research & Development,5,Life Sciences,1,Male,85,2,Healthcare Representative,Divorced,4000,18384,1,Y,No,12,80,2,6,2,6,3,1,5,Tech,College,Medium,Very High,Low,Excellent,Very High,Better
372,45,No,Travel_Rarely,1385,Research & Development,20,Medical,1,Male,79,4,Healthcare Representative,Married,13496,7501,0,Y,Yes,14,80,0,21,2,20,7,4,10,Tech,College,High,High,Very High,Excellent,Medium,Better
373,36,No,Travel_Rarely,1403,Research & Development,6,Life Sciences,1,Male,47,1,Laboratory Technician,Married,3210,20251,0,Y,No,11,80,1,16,4,15,13,10,11,Tech,Bachelor,Very High,High,Very High,Excellent,High,Better
377,28,No,Travel_Rarely,1158,Research & Development,9,Medical,1,Male,94,1,Research Scientist,Married,2070,2613,1,Y,No,23,80,1,5,3,5,2,0,4,Tech,Bachelor,Very High,High,Very High,Outstandingß,Very High,Good
379,21,No,Travel_Rarely,996,Research & Development,3,Medical,1,Male,100,1,Research Scientist,Single,3230,10531,1,Y,No,17,80,0,3,4,3,2,1,0,Tech,College,Very High,Medium,High,Excellent,Low,Bestß
389,55,No,Travel_Rarely,147,Research & Development,20,Technical Degree,1,Male,37,2,Laboratory Technician,Married,5415,15972,3,Y,Yes,19,80,1,12,4,10,7,0,8,Tech,College,Medium,High,Very High,Excellent,Very High,Better
390,26,No,Travel_Frequently,496,Research & Development,11,Medical,1,Male,60,2,Healthcare Representative,Married,4741,22722,1,Y,Yes,13,80,1,5,3,5,3,3,3,Tech,College,Low,High,Low,Excellent,High,Better
391,37,No,Travel_Rarely,1372,Research & Development,1,Life Sciences,1,Female,42,1,Research Scientist,Single,2115,15881,1,Y,No,12,80,0,17,3,17,12,5,7,Tech,Bachelor,Very High,High,Very High,Excellent,Medium,Better
392,44,Yes,Travel_Frequently,920,Research & Development,24,Life Sciences,1,Male,43,1,Laboratory Technician,Divorced,3161,19920,3,Y,Yes,22,80,1,19,0,1,0,0,0,Tech,Bachelor,Very High,High,High,Outstandingß,Very High,Bad
393,38,No,Travel_Rarely,688,Research & Development,23,Life Sciences,1,Male,82,2,Healthcare Representative,Divorced,5745,18899,9,Y,No,14,80,1,10,2,2,2,1,2,Tech,Master,Very High,High,Very High,Excellent,Medium,Better
394,26,Yes,Travel_Rarely,1449,Research & Development,16,Medical,1,Male,45,1,Laboratory Technician,Divorced,2373,14180,2,Y,Yes,13,80,1,5,2,3,2,0,2,Tech,Master,Low,High,Medium,Excellent,Very High,Better
395,28,No,Travel_Rarely,1117,Research & Development,8,Life Sciences,1,Female,66,1,Research Scientist,Single,3310,4488,1,Y,No,21,80,0,5,3,5,3,0,2,Tech,College,Very High,High,Very High,Outstandingß,Very High,Better
397,36,No,Travel_Rarely,506,Research & Development,3,Technical Degree,1,Male,30,2,Research Scientist,Single,4485,26285,4,Y,No,12,80,0,10,2,8,0,7,7,Tech,Bachelor,High,High,Medium,Excellent,Very High,Better
403,37,No,Travel_Frequently,889,Research & Development,9,Medical,1,Male,53,1,Research Scientist,Married,2326,11411,1,Y,Yes,12,80,3,4,3,4,2,1,2,Tech,Bachelor,Medium,High,Very High,Excellent,High,Good
405,18,Yes,Travel_Rarely,230,Research & Development,3,Life Sciences,1,Male,54,1,Laboratory Technician,Single,1420,25233,1,Y,No,13,80,0,0,2,0,0,0,0,Tech,Bachelor,High,High,High,Excellent,High,Better
407,36,No,Travel_Frequently,566,Research & Development,18,Life Sciences,1,Male,81,1,Laboratory Technician,Married,3688,7122,4,Y,No,18,80,2,4,2,1,0,0,0,Tech,Master,High,Very High,Very High,Excellent,Very High,Better
412,28,No,Travel_Rarely,1476,Research & Development,16,Medical,1,Male,68,2,Healthcare Representative,Single,5661,4824,0,Y,No,19,80,0,9,2,8,3,0,7,Tech,College,Medium,Very High,Low,Excellent,High,Better
417,39,No,Travel_Rarely,1132,Research & Development,1,Medical,1,Male,48,3,Healthcare Representative,Divorced,9613,10942,0,Y,No,17,80,3,19,5,18,10,3,7,Tech,Bachelor,High,Very High,Very High,Excellent,Low,Good
419,36,No,Non-Travel,1105,Research & Development,24,Life Sciences,1,Female,47,2,Laboratory Technician,Married,5674,6927,7,Y,No,15,80,1,11,3,9,8,0,8,Tech,Master,Medium,High,Medium,Excellent,High,Better
422,58,No,Non-Travel,390,Research & Development,1,Life Sciences,1,Male,32,2,Healthcare Representative,Divorced,5660,17056,2,Y,Yes,13,80,1,12,2,5,3,1,2,Tech,Master,Very High,Low,High,Excellent,Very High,Better
423,31,No,Travel_Rarely,691,Research & Development,5,Technical Degree,1,Male,86,1,Research Scientist,Married,4821,10077,0,Y,Yes,12,80,1,6,4,5,2,0,3,Tech,Master,High,High,Very High,Excellent,High,Better
425,45,No,Travel_Frequently,1249,Research & Development,7,Life Sciences,1,Male,97,3,Laboratory Technician,Divorced,5210,20308,1,Y,No,18,80,1,24,2,24,9,9,11,Tech,Bachelor,Low,High,Low,Excellent,Low,Better
426,31,No,Travel_Rarely,192,Research & Development,2,Life Sciences,1,Male,32,1,Research Scientist,Divorced,2695,7747,0,Y,Yes,18,80,1,3,2,2,2,2,2,Tech,Master,High,High,Very High,Excellent,Medium,Bad
430,43,No,Travel_Frequently,185,Research & Development,10,Life Sciences,1,Female,33,1,Laboratory Technician,Single,2455,10675,0,Y,No,19,80,0,9,5,8,7,1,7,Tech,Master,High,High,Very High,Excellent,Low,Better
431,49,No,Travel_Rarely,1091,Research & Development,1,Technical Degree,1,Female,90,4,Healthcare Representative,Single,13964,17810,7,Y,Yes,12,80,0,25,2,7,1,0,7,Tech,College,High,Medium,High,Excellent,Very High,Better
433,52,Yes,Travel_Rarely,723,Research & Development,8,Medical,1,Male,85,2,Research Scientist,Married,4941,17747,2,Y,No,15,80,0,11,3,8,2,7,7,Tech,Master,High,Medium,Medium,Excellent,Low,Good
434,27,No,Travel_Rarely,1220,Research & Development,5,Life Sciences,1,Female,85,1,Research Scientist,Single,2478,20938,1,Y,Yes,12,80,0,4,2,4,3,1,2,Tech,Bachelor,High,High,Medium,Excellent,Medium,Good
439,32,No,Travel_Rarely,1018,Research & Development,2,Medical,1,Female,74,2,Research Scientist,Single,5055,10557,7,Y,No,16,80,0,10,0,7,7,0,7,Tech,Master,Low,Very High,Very High,Excellent,High,Good
440,28,Yes,Travel_Rarely,1157,Research & Development,2,Medical,1,Male,84,1,Research Scientist,Married,3464,24737,5,Y,Yes,13,80,0,5,4,3,2,2,2,Tech,Master,Low,Low,Very High,Excellent,Very High,Good
441,30,No,Travel_Rarely,1275,Research & Development,28,Medical,1,Female,64,2,Research Scientist,Married,5775,11934,1,Y,No,13,80,2,11,2,10,8,1,9,Tech,College,Very High,High,Very High,Excellent,Very High,Better
448,43,No,Travel_Frequently,559,Research & Development,10,Life Sciences,1,Female,82,2,Laboratory Technician,Divorced,5257,6227,1,Y,No,11,80,1,9,3,9,7,0,0,Tech,Master,High,Medium,High,Excellent,Medium,Bestß
450,54,No,Travel_Frequently,928,Research & Development,20,Life Sciences,1,Female,31,2,Research Scientist,Single,4869,16885,3,Y,No,12,80,0,20,4,4,3,0,3,Tech,Master,Very High,High,High,Excellent,Very High,Good
451,43,No,Travel_Rarely,1001,Research & Development,7,Life Sciences,1,Female,43,3,Healthcare Representative,Married,9985,9262,8,Y,No,16,80,1,10,1,1,0,0,0,Tech,Bachelor,High,High,Low,Excellent,Low,Good
452,45,No,Travel_Rarely,549,Research & Development,8,Other,1,Male,75,2,Research Scientist,Married,3697,9278,9,Y,No,14,80,2,12,3,10,9,9,8,Tech,Master,Very High,High,Very High,Excellent,Low,Better
454,29,Yes,Travel_Rarely,318,Research & Development,8,Other,1,Male,77,1,Laboratory Technician,Married,2119,4759,1,Y,Yes,11,80,0,7,4,7,7,0,7,Tech,Master,Medium,Low,Low,Excellent,Very High,Good
455,29,No,Travel_Rarely,738,Research & Development,9,Other,1,Male,30,1,Laboratory Technician,Single,3983,7621,0,Y,No,17,80,0,4,2,3,2,2,2,Tech,Doctor,Medium,Medium,Very High,Excellent,High,Better
465,23,No,Travel_Rarely,1309,Research & Development,26,Life Sciences,1,Male,83,1,Research Scientist,Divorced,2904,16092,1,Y,No,12,80,2,4,2,4,2,0,2,Tech,Below College,High,High,Very High,Excellent,High,Good
471,32,No,Travel_Rarely,1062,Research & Development,2,Medical,1,Female,75,1,Laboratory Technician,Married,2370,3956,1,Y,No,13,80,1,8,4,8,0,0,7,Tech,Bachelor,High,High,Medium,Excellent,High,Better
474,37,No,Travel_Rarely,1319,Research & Development,6,Medical,1,Male,51,2,Research Scientist,Divorced,5974,17001,4,Y,Yes,13,80,2,13,2,7,7,6,7,Tech,Bachelor,High,Very High,Low,Excellent,Low,Better
477,42,No,Travel_Rarely,1332,Research & Development,2,Other,1,Male,98,2,Healthcare Representative,Single,6781,17078,3,Y,No,23,80,0,14,6,1,0,0,0,Tech,Master,Low,Medium,Very High,Outstandingß,Medium,Better
482,57,No,Travel_Rarely,593,Research & Development,1,Medical,1,Male,88,2,Healthcare Representative,Married,6755,2967,2,Y,No,11,80,0,15,2,3,2,1,2,Tech,Master,Very High,High,High,Excellent,High,Better
483,40,No,Travel_Rarely,1171,Research & Development,10,Life Sciences,1,Female,46,1,Laboratory Technician,Married,2213,22495,3,Y,Yes,13,80,1,10,3,7,7,1,7,Tech,Master,Very High,Very High,High,Excellent,High,Better
486,37,No,Travel_Rarely,921,Research & Development,10,Medical,1,Female,98,1,Laboratory Technician,Married,3452,17663,6,Y,No,20,80,1,17,3,5,4,0,3,Tech,Bachelor,High,High,Low,Outstandingß,Medium,Better
491,50,No,Travel_Rarely,1046,Research & Development,10,Technical Degree,1,Male,100,3,Healthcare Representative,Single,10496,2755,6,Y,No,15,80,0,20,2,4,3,1,3,Tech,Bachelor,Very High,Medium,Very High,Excellent,Very High,Better
493,31,No,Travel_Rarely,408,Research & Development,9,Life Sciences,1,Male,42,1,Research Scientist,Single,2657,7551,0,Y,Yes,16,80,0,3,5,2,2,2,2,Tech,Master,High,Medium,Medium,Excellent,Very High,Better
495,29,No,Travel_Rarely,1283,Research & Development,23,Life Sciences,1,Male,54,1,Research Scientist,Single,2201,18168,9,Y,No,16,80,0,6,4,3,2,1,2,Tech,Bachelor,Very High,High,Very High,Excellent,Very High,Better
496,35,No,Travel_Rarely,755,Research & Development,9,Life Sciences,1,Male,97,2,Healthcare Representative,Single,6540,19394,9,Y,No,19,80,0,10,5,1,1,0,0,Tech,Master,High,Medium,Medium,Excellent,High,Better
497,27,No,Travel_Rarely,1469,Research & Development,1,Medical,1,Male,82,1,Laboratory Technician,Divorced,3816,17881,1,Y,No,11,80,1,5,2,5,2,0,4,Tech,College,Very High,High,Medium,Excellent,Medium,Better
499,49,No,Travel_Rarely,1261,Research & Development,7,Other,1,Male,31,3,Healthcare Representative,Single,10965,12066,8,Y,No,24,80,0,26,2,5,2,0,0,Tech,Bachelor,Medium,Medium,High,Outstandingß,High,Better
501,36,No,Travel_Rarely,329,Research & Development,2,Life Sciences,1,Female,96,1,Research Scientist,Married,2543,11868,4,Y,No,13,80,1,6,3,2,2,2,2,Tech,Bachelor,Very High,High,High,Excellent,Medium,Better
510,26,Yes,Travel_Frequently,575,Research & Development,3,Technical Degree,1,Male,73,1,Research Scientist,Single,3102,6582,0,Y,No,22,80,0,7,2,6,4,0,4,Tech,Below College,High,High,Low,Outstandingß,High,Better
511,22,No,Travel_Rarely,253,Research & Development,11,Medical,1,Female,43,1,Research Scientist,Married,2244,24440,1,Y,No,13,80,1,2,1,2,1,1,2,Tech,Bachelor,Low,High,Medium,Excellent,Very High,Better
514,30,Yes,Travel_Frequently,464,Research & Development,4,Technical Degree,1,Male,40,1,Research Scientist,Single,2285,3427,9,Y,Yes,23,80,0,3,4,1,0,0,0,Tech,Bachelor,High,High,Very High,Outstandingß,High,Better
515,37,No,Travel_Rarely,1107,Research & Development,14,Life Sciences,1,Female,95,1,Laboratory Technician,Divorced,3034,26914,1,Y,No,12,80,1,18,2,18,7,12,17,Tech,Bachelor,Very High,High,Low,Excellent,High,Good
517,42,No,Travel_Rarely,201,Research & Development,1,Life Sciences,1,Female,95,1,Laboratory Technician,Divorced,2576,20490,3,Y,No,16,80,1,8,5,5,2,1,2,Tech,Master,Medium,High,Low,Excellent,Medium,Better
521,40,No,Travel_Rarely,555,Research & Development,2,Medical,1,Female,78,2,Laboratory Technician,Married,3448,13436,6,Y,No,22,80,1,20,3,1,0,0,0,Tech,Bachelor,Medium,Medium,High,Outstandingß,Medium,Better
525,43,No,Travel_Frequently,313,Research & Development,21,Medical,1,Male,61,1,Laboratory Technician,Married,2258,15238,7,Y,No,20,80,1,8,1,3,2,1,2,Tech,Bachelor,Very High,High,Very High,Outstandingß,Low,Better
526,43,No,Travel_Rarely,1473,Research & Development,8,Other,1,Female,74,2,Healthcare Representative,Divorced,4522,2227,4,Y,Yes,14,80,0,8,3,5,2,0,2,Tech,Master,High,High,High,Excellent,Very High,Better
529,37,No,Non-Travel,1063,Research & Development,25,Medical,1,Female,72,2,Research Scientist,Married,4449,23866,3,Y,Yes,15,80,2,15,2,13,11,10,7,Tech,Doctor,Medium,High,High,Excellent,Low,Better
530,31,No,Travel_Rarely,329,Research & Development,1,Life Sciences,1,Male,98,1,Laboratory Technician,Married,2218,16193,1,Y,No,12,80,1,4,3,4,2,3,2,Tech,College,Very High,Medium,Low,Excellent,High,Better
536,28,No,Travel_Rarely,1300,Research & Development,17,Medical,1,Male,79,2,Laboratory Technician,Divorced,4558,13535,1,Y,No,12,80,1,10,2,10,0,1,8,Tech,College,High,High,Low,Excellent,Very High,Better
538,25,Yes,Travel_Rarely,688,Research & Development,3,Medical,1,Male,91,1,Laboratory Technician,Married,4031,9396,5,Y,No,13,80,1,6,5,2,2,0,2,Tech,Bachelor,Low,High,Low,Excellent,High,Better
544,45,No,Travel_Rarely,192,Research & Development,10,Life Sciences,1,Male,69,1,Research Scientist,Married,2654,9655,3,Y,No,21,80,2,8,3,2,2,0,2,Tech,College,Low,High,Very High,Outstandingß,Very High,Good
547,42,No,Travel_Frequently,532,Research & Development,29,Life Sciences,1,Female,92,2,Research Scientist,Divorced,4556,12932,2,Y,No,11,80,1,19,3,5,4,0,2,Tech,College,Low,High,High,Excellent,Medium,Better
551,42,No,Travel_Frequently,1368,Research & Development,28,Technical Degree,1,Female,88,2,Healthcare Representative,Married,4523,4386,0,Y,No,11,80,3,7,4,6,5,0,4,Tech,Master,Very High,Medium,Very High,Excellent,Very High,Bestß
556,38,No,Travel_Frequently,1490,Research & Development,2,Life Sciences,1,Male,42,1,Laboratory Technician,Married,1702,12106,1,Y,Yes,23,80,1,1,3,1,0,0,0,Tech,College,Very High,High,Very High,Outstandingß,High,Better
560,26,No,Travel_Rarely,1349,Research & Development,23,Life Sciences,1,Female,90,1,Research Scientist,Divorced,2886,3032,1,Y,No,22,80,2,3,3,3,2,0,2,Tech,Bachelor,Low,High,Very High,Outstandingß,Medium,Bad
562,30,No,Non-Travel,1400,Research & Development,3,Life Sciences,1,Male,53,1,Laboratory Technician,Married,2097,16734,4,Y,No,15,80,1,9,3,5,3,1,4,Tech,Bachelor,High,High,Very High,Excellent,High,Bad
565,29,Yes,Travel_Rarely,408,Research & Development,25,Technical Degree,1,Female,71,1,Research Scientist,Married,2546,18300,5,Y,No,16,80,0,6,2,2,2,1,1,Tech,Doctor,High,Medium,Medium,Excellent,Medium,Bestß
571,30,No,Non-Travel,1116,Research & Development,2,Medical,1,Female,49,1,Laboratory Technician,Single,2564,7181,0,Y,No,14,80,0,12,2,11,7,6,7,Tech,Bachelor,High,High,Very High,Excellent,High,Good
577,35,No,Travel_Rarely,144,Research & Development,22,Life Sciences,1,Male,46,1,Laboratory Technician,Single,4230,19225,0,Y,No,15,80,0,6,2,5,4,4,3,Tech,Bachelor,Very High,Low,High,Excellent,High,Better
578,54,No,Travel_Rarely,548,Research & Development,8,Life Sciences,1,Female,42,2,Laboratory Technician,Single,3780,23428,7,Y,No,11,80,0,19,3,1,0,0,0,Tech,Master,High,High,High,Excellent,High,Better
579,34,No,Travel_Rarely,1303,Research & Development,2,Life Sciences,1,Male,62,1,Research Scientist,Divorced,2768,8416,3,Y,No,12,80,1,14,3,7,3,5,7,Tech,Master,Very High,Medium,High,Excellent,High,Better
584,33,Yes,Travel_Rarely,587,Research & Development,10,Medical,1,Male,38,1,Laboratory Technician,Divorced,3408,6705,7,Y,No,13,80,3,8,2,4,3,1,3,Tech,Below College,Low,Low,Very High,Excellent,Low,Better
586,35,No,Travel_Rarely,1276,Research & Development,16,Life Sciences,1,Male,72,3,Healthcare Representative,Married,7632,14295,4,Y,Yes,12,80,0,10,2,8,7,0,0,Tech,Bachelor,Very High,High,High,Excellent,High,Better
587,31,Yes,Travel_Frequently,534,Research & Development,20,Life Sciences,1,Male,66,3,Healthcare Representative,Married,9824,22908,3,Y,No,12,80,0,12,2,1,0,0,0,Tech,Bachelor,Low,High,High,Excellent,Low,Better
591,42,No,Travel_Frequently,1474,Research & Development,5,Other,1,Male,97,1,Laboratory Technician,Married,2093,9260,4,Y,No,17,80,1,8,4,2,2,2,0,Tech,College,Medium,High,High,Excellent,Very High,Better
593,22,Yes,Travel_Frequently,1368,Research & Development,4,Technical Degree,1,Male,99,1,Laboratory Technician,Single,3894,9129,5,Y,No,16,80,0,4,3,2,2,1,2,Tech,Below College,High,Medium,High,Excellent,High,Better
602,39,No,Travel_Frequently,443,Research & Development,8,Life Sciences,1,Female,48,1,Laboratory Technician,Married,3755,17872,1,Y,No,11,80,1,8,3,8,3,0,7,Tech,Below College,High,High,High,Excellent,Low,Better
616,41,No,Non-Travel,509,Research & Development,2,Other,1,Female,62,2,Healthcare Representative,Single,6811,2112,2,Y,Yes,17,80,0,10,3,8,7,0,7,Tech,Master,Low,Medium,High,Excellent,Low,Better
622,26,Yes,Travel_Rarely,471,Research & Development,24,Technical Degree,1,Male,66,1,Laboratory Technician,Single,2340,23213,1,Y,Yes,18,80,0,1,3,1,0,0,0,Tech,Bachelor,High,Low,Very High,Excellent,Medium,Bad
624,46,No,Travel_Frequently,1034,Research & Development,18,Medical,1,Female,86,3,Healthcare Representative,Married,10527,8984,5,Y,No,11,80,0,28,3,2,2,1,2,Tech,Below College,Low,High,High,Excellent,Very High,Good
630,52,No,Travel_Rarely,956,Research & Development,6,Technical Degree,1,Male,78,2,Research Scientist,Divorced,5577,22087,3,Y,Yes,12,80,2,18,3,10,9,6,9,Tech,College,Very High,High,Low,Excellent,Medium,Better
634,38,No,Travel_Rarely,1495,Research & Development,10,Medical,1,Female,76,2,Healthcare Representative,Married,9824,22174,3,Y,No,19,80,1,18,4,1,0,0,0,Tech,Bachelor,High,High,High,Excellent,High,Better
639,24,No,Travel_Rarely,691,Research & Development,23,Medical,1,Male,89,1,Research Scientist,Married,2725,21630,1,Y,Yes,11,80,2,6,3,6,5,1,4,Tech,Bachelor,Medium,Very High,Very High,Excellent,Medium,Better
643,24,No,Travel_Rarely,823,Research & Development,17,Other,1,Male,94,1,Laboratory Technician,Married,2127,9100,1,Y,No,21,80,1,1,2,1,0,0,0,Tech,College,Very High,Medium,Medium,Outstandingß,Very High,Better
647,24,Yes,Travel_Frequently,1287,Research & Development,7,Life Sciences,1,Female,55,1,Laboratory Technician,Married,2886,14168,1,Y,Yes,16,80,1,6,4,6,3,1,2,Tech,Bachelor,Low,High,High,Excellent,Very High,Better
649,34,No,Travel_Rarely,254,Research & Development,1,Life Sciences,1,Male,83,1,Research Scientist,Married,3622,22794,1,Y,Yes,13,80,1,6,3,6,5,1,3,Tech,College,Medium,Medium,Very High,Excellent,Very High,Better
652,35,No,Travel_Rarely,538,Research & Development,25,Other,1,Male,54,2,Laboratory Technician,Single,3681,14004,4,Y,No,14,80,0,9,3,3,2,0,2,Tech,College,Low,Medium,Very High,Excellent,Very High,Better
655,27,No,Travel_Rarely,798,Research & Development,6,Medical,1,Female,66,1,Research Scientist,Divorced,2187,5013,0,Y,No,12,80,2,6,5,5,3,0,3,Tech,Master,Low,Medium,High,Excellent,High,Good
657,20,No,Travel_Rarely,959,Research & Development,1,Life Sciences,1,Female,83,1,Research Scientist,Single,2836,11757,1,Y,No,13,80,0,1,0,1,0,0,0,Tech,Bachelor,Very High,Medium,Medium,Excellent,Very High,Bestß
659,42,No,Travel_Rarely,622,Research & Development,2,Life Sciences,1,Female,81,2,Healthcare Representative,Married,4089,5718,1,Y,No,13,80,2,10,4,10,2,2,2,Tech,Master,High,High,Very High,Excellent,Medium,Better
662,38,No,Travel_Rarely,362,Research & Development,1,Life Sciences,1,Female,43,1,Research Scientist,Single,2619,14561,3,Y,No,17,80,0,8,3,0,0,0,0,Tech,Below College,High,High,Low,Excellent,Very High,Good
663,43,No,Travel_Frequently,1001,Research & Development,9,Medical,1,Male,72,2,Laboratory Technician,Divorced,5679,19627,3,Y,Yes,13,80,1,10,3,8,7,4,7,Tech,Doctor,Very High,High,High,Excellent,Medium,Better
675,22,No,Travel_Rarely,604,Research & Development,6,Medical,1,Male,69,1,Research Scientist,Married,2773,12145,0,Y,No,20,80,0,3,3,2,2,2,2,Tech,Below College,Low,High,High,Outstandingß,Very High,Better
679,32,No,Travel_Rarely,646,Research & Development,9,Life Sciences,1,Female,92,2,Research Scientist,Married,6322,18089,1,Y,Yes,12,80,1,6,2,6,4,0,5,Tech,Master,Low,High,Very High,Excellent,Very High,Good
680,30,No,Travel_Frequently,160,Research & Development,3,Medical,1,Female,71,1,Research Scientist,Divorced,2083,22653,1,Y,No,20,80,1,1,2,1,0,0,0,Tech,Bachelor,High,High,High,Outstandingß,High,Better
683,34,No,Travel_Rarely,1397,Research & Development,1,Life Sciences,1,Male,42,1,Research Scientist,Married,2691,7660,1,Y,No,12,80,1,10,4,10,9,8,8,Tech,Doctor,Medium,High,Very High,Excellent,Very High,Good
686,26,No,Travel_Rarely,991,Research & Development,6,Life Sciences,1,Female,71,1,Laboratory Technician,Married,2659,17759,1,Y,Yes,13,80,1,3,2,3,2,0,2,Tech,Bachelor,High,High,Very High,Excellent,High,Better
691,35,No,Travel_Rarely,1017,Research & Development,6,Life Sciences,1,Male,82,2,Research Scientist,Single,6646,19368,1,Y,No,13,80,0,17,3,17,11,11,8,Tech,Master,Medium,Low,Very High,Excellent,Medium,Better
692,33,No,Travel_Frequently,1296,Research & Development,6,Life Sciences,1,Male,30,2,Healthcare Representative,Divorced,7725,5335,3,Y,No,23,80,1,15,2,13,11,4,7,Tech,Bachelor,High,High,Very High,Outstandingß,High,Bad
700,27,No,Travel_Rarely,1115,Research & Development,3,Medical,1,Male,54,1,Research Scientist,Single,2045,15174,0,Y,No,13,80,0,5,0,4,2,1,1,Tech,Master,Low,Medium,Very High,Excellent,Very High,Better
