EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
645,25,No,Travel_Rarely,622,Sales,13,Below College,Medical,Medium,Male,40,High,1,Sales Representative,High,Married,2096,26376,1,No,11,Excellent,3,0,7,1,Better,7,4,0,6
648,30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,No,18,Excellent,3,1,1,2,Best,1,0,0,0
650,31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,Medium,Male,46,High,2,Sales Executive,Low,Divorced,4233,11512,2,No,17,Excellent,3,0,9,2,Bad,3,1,1,2
653,31,No,Travel_Rarely,525,Sales,6,Master,Medical,Low,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Outstanding,4,2,13,4,Best,7,7,5,7
665,44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,Low,Female,50,Medium,2,Human Resources,High,Single,5985,26894,4,No,11,Excellent,2,0,10,1,Best,2,2,0,2
666,34,No,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,High,Female,31,High,1,Sales Representative,High,Divorced,2579,2912,1,Yes,18,Excellent,4,2,8,3,Better,8,2,0,6
667,27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,High,Male,85,High,1,Sales Representative,Low,Divorced,3041,16346,0,No,11,Excellent,2,1,5,3,Better,4,3,0,2
669,21,No,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,High,Male,49,High,1,Sales Representative,High,Single,3447,24444,1,No,11,Excellent,3,0,3,2,Better,3,2,1,2
677,33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,High,Male,39,High,2,Sales Executive,High,Divorced,7104,20431,0,No,12,Excellent,4,0,6,3,Better,5,0,1,2
682,53,No,Travel_Rarely,238,Sales,1,Below College,Medical,Very High,Female,34,High,2,Sales Executive,Low,Single,8381,7507,7,No,20,Outstanding,4,0,18,2,Best,14,7,8,10
684,45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,Low,Female,100,High,2,Sales Executive,Low,Married,4286,5630,2,No,14,Excellent,4,2,5,4,Better,1,1,0,0
690,29,No,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,62,High,2,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,1,1,6,5,Good,6,0,1,2
698,54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,88,High,3,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,3,1,16,1,Best,9,7,7,1
707,25,No,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,Very High,Male,57,Very High,2,Sales Executive,Medium,Married,4851,15678,0,No,22,Outstanding,3,1,4,4,Better,3,2,1,2
709,38,No,Travel_Rarely,243,Sales,7,Master,Marketing,Very High,Female,46,Medium,2,Sales Executive,Very High,Single,4028,7791,0,No,20,Outstanding,1,0,8,2,Better,7,7,0,5
712,48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,Medium,Male,56,Very High,2,Sales Executive,Medium,Married,8120,18597,3,No,12,Excellent,4,0,12,3,Better,2,2,2,2
714,27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,Very High,Female,71,Very High,2,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Outstanding,2,2,6,3,Better,6,5,0,4
720,24,Yes,Travel_Rarely,693,Sales,3,College,Life Sciences,Low,Female,65,High,2,Sales Executive,High,Single,4577,24785,9,No,14,Excellent,1,0,4,3,Better,2,2,2,0
722,32,No,Travel_Rarely,929,Sales,10,Bachelor,Marketing,Very High,Male,55,High,2,Sales Executive,Very High,Single,5396,21703,1,No,12,Excellent,4,0,10,2,Good,10,7,0,8
723,50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,Medium,Male,50,High,2,Sales Executive,High,Married,6796,23452,3,Yes,14,Excellent,1,1,18,4,Better,4,3,1,3
728,47,No,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,42,High,2,Sales Executive,Low,Single,4960,11825,2,No,12,Excellent,4,0,20,2,Better,7,7,1,7
729,40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,Very High,Male,48,Medium,3,Sales Executive,Low,Married,10475,23772,5,Yes,21,Outstanding,3,1,20,2,Better,18,13,1,12
732,60,No,Travel_Rarely,1179,Sales,16,Master,Marketing,Low,Male,84,High,2,Sales Executive,Low,Single,5405,11924,8,No,14,Excellent,4,0,10,1,Better,2,2,2,2
738,50,No,Travel_Rarely,316,Sales,8,Master,Marketing,Very High,Male,54,High,1,Sales Representative,Medium,Married,3875,9983,7,No,15,Excellent,4,1,4,2,Better,2,2,2,2
746,47,No,Travel_Frequently,217,Sales,3,Bachelor,Medical,Very High,Female,49,High,4,Sales Executive,High,Divorced,13770,10225,9,Yes,12,Excellent,4,2,28,2,Good,22,2,11,13
747,30,No,Travel_Rarely,501,Sales,27,Doctor,Marketing,High,Male,99,High,2,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Outstanding,4,1,10,2,Good,8,7,7,7
749,29,No,Travel_Rarely,1396,Sales,10,Bachelor,Life Sciences,High,Male,99,High,1,Sales Representative,High,Single,2642,2755,1,No,11,Excellent,3,0,1,6,Better,1,0,0,0
754,43,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,Very High,Male,47,Medium,2,Sales Executive,Very High,Married,6804,23683,3,No,18,Excellent,3,1,7,5,Better,2,2,2,2
760,39,No,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,High,Female,44,Very High,2,Human Resources,Medium,Married,6389,18767,9,No,15,Excellent,3,1,12,3,Bad,8,3,3,6
766,29,No,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Very High,Male,83,High,1,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Excellent,4,2,2,2,Better,2,2,2,2
781,25,No,Travel_Rarely,883,Sales,26,Below College,Medical,High,Female,32,High,2,Sales Executive,Very High,Single,6180,22807,1,No,23,Outstanding,2,0,6,5,Good,6,5,1,4
783,45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,Medium,Male,46,Low,2,Sales Representative,High,Single,6632,12388,0,No,13,Excellent,1,0,9,3,Better,8,7,3,1
785,47,Yes,Travel_Frequently,719,Sales,27,College,Life Sciences,Medium,Female,77,Very High,2,Sales Executive,High,Single,6397,10339,4,Yes,12,Excellent,4,0,8,2,Better,5,4,1,3
786,34,No,Travel_Rarely,304,Sales,2,Bachelor,Other,Very High,Male,60,High,2,Sales Executive,Very High,Single,6274,18686,1,No,22,Outstanding,3,0,6,5,Better,6,5,1,4
789,36,No,Non-Travel,1434,Sales,8,Master,Life Sciences,Low,Male,76,Medium,3,Sales Executive,Low,Single,7587,14229,1,No,15,Excellent,2,0,10,1,Better,10,7,0,9
796,26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,Very High,Male,38,Medium,2,Sales Executive,Low,Single,5326,3064,6,No,17,Excellent,3,0,6,2,Good,4,3,1,2
800,27,No,Travel_Frequently,829,Sales,8,Below College,Marketing,High,Male,84,High,2,Sales Executive,Very High,Married,4342,24008,0,No,19,Excellent,2,1,5,3,Better,4,2,1,1
805,35,No,Travel_Rarely,384,Sales,8,Master,Life Sciences,Low,Female,72,High,1,Sales Representative,Very High,Married,2572,20317,1,No,16,Excellent,2,1,3,1,Good,3,2,0,2
808,34,No,Travel_Rarely,1111,Sales,8,College,Life Sciences,High,Female,93,High,2,Sales Executive,Low,Married,6500,13305,5,No,17,Excellent,2,1,6,1,Better,3,2,1,2
819,33,Yes,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,2,Sales Executive,Low,Single,5324,26507,5,No,15,Excellent,3,0,6,3,Better,3,2,0,2
829,36,No,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,High,Male,36,High,1,Human Resources,Medium,Married,2143,25527,4,No,13,Excellent,2,1,8,2,Better,5,2,0,4
840,49,Yes,Travel_Rarely,1184,Sales,11,Bachelor,Marketing,High,Female,43,High,3,Sales Executive,Very High,Married,7654,5860,1,No,18,Excellent,1,2,9,3,Best,9,8,7,7
842,55,Yes,Travel_Rarely,436,Sales,2,Below College,Medical,High,Male,37,High,2,Sales Executive,Very High,Single,5160,21519,4,No,16,Excellent,3,0,12,3,Good,9,7,7,3
846,28,No,Travel_Rarely,760,Sales,2,Master,Marketing,Medium,Female,81,High,2,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Outstanding,1,0,8,2,Better,8,7,7,5
847,34,No,Travel_Rarely,829,Human Resources,3,College,Human Resources,High,Male,88,High,1,Human Resources,Very High,Married,3737,2243,0,No,19,Excellent,3,1,4,1,Bad,3,2,0,2
855,33,No,Travel_Rarely,586,Sales,1,Bachelor,Medical,Low,Male,48,Very High,2,Sales Executive,Low,Divorced,4037,21816,1,No,22,Outstanding,1,1,9,5,Better,9,8,0,8
857,36,No,Travel_Rarely,928,Sales,1,College,Life Sciences,Medium,Male,56,High,2,Sales Executive,Very High,Married,6201,2823,1,Yes,14,Excellent,4,1,18,1,Good,18,14,4,11
859,32,No,Travel_Rarely,117,Sales,13,Master,Life Sciences,Medium,Male,73,High,2,Sales Executive,Very High,Divorced,4403,9250,2,No,11,Excellent,3,1,8,3,Good,5,2,0,3
862,53,No,Travel_Rarely,661,Sales,7,College,Marketing,Low,Female,78,Medium,3,Sales Executive,Very High,Married,10934,20715,7,Yes,18,Excellent,4,1,35,3,Better,5,2,0,4
864,45,No,Travel_Rarely,930,Sales,9,Bachelor,Marketing,Very High,Male,74,High,3,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,Excellent,3,1,18,2,Better,5,4,0,2
868,37,No,Travel_Rarely,342,Sales,16,Master,Marketing,Very High,Male,66,Medium,2,Sales Executive,High,Divorced,6334,24558,4,No,19,Excellent,4,2,9,2,Better,1,0,0,0
869,28,No,Travel_Rarely,1169,Human Resources,8,College,Medical,Medium,Male,63,Medium,1,Human Resources,Very High,Divorced,4936,23965,1,No,13,Excellent,4,1,6,6,Better,5,1,0,4
878,36,No,Travel_Rarely,1278,Human Resources,8,Bachelor,Life Sciences,Low,Male,77,Medium,1,Human Resources,Low,Married,2342,8635,0,No,21,Outstanding,3,0,6,3,Better,5,4,0,3
879,25,No,Travel_Rarely,141,Sales,3,Below College,Other,High,Male,98,High,2,Sales Executive,Low,Married,4194,14363,1,Yes,18,Excellent,4,0,5,3,Better,5,3,0,3
885,25,No,Travel_Rarely,583,Sales,4,Below College,Marketing,High,Male,87,Medium,2,Sales Executive,Low,Married,4256,18154,1,No,12,Excellent,1,0,5,1,Best,5,2,0,3
889,32,No,Travel_Frequently,379,Sales,5,College,Life Sciences,Medium,Male,48,High,2,Sales Executive,Medium,Married,6524,8891,1,No,14,Excellent,4,1,10,3,Better,10,8,5,3
893,38,No,Travel_Rarely,395,Sales,9,Bachelor,Marketing,Medium,Male,98,Medium,1,Sales Representative,Medium,Married,2899,12102,0,No,19,Excellent,4,1,3,3,Better,2,2,1,2
896,29,Yes,Travel_Rarely,341,Sales,1,Bachelor,Medical,Medium,Female,48,Medium,1,Sales Representative,High,Divorced,2800,23522,6,Yes,19,Excellent,3,3,5,3,Better,3,2,0,2
897,53,No,Travel_Rarely,868,Sales,8,Bachelor,Marketing,Low,Male,73,High,4,Sales Executive,Very High,Married,11836,22789,5,No,14,Excellent,3,1,28,3,Better,2,0,2,2
900,37,No,Travel_Frequently,1231,Sales,21,College,Medical,High,Female,54,High,1,Sales Representative,Very High,Married,2973,21222,5,No,15,Excellent,2,1,10,3,Better,5,4,0,0
903,47,No,Travel_Rarely,249,Sales,2,College,Marketing,High,Female,35,High,2,Sales Executive,Very High,Married,4537,17783,0,Yes,22,Outstanding,1,1,8,2,Better,7,6,7,7
904,37,No,Non-Travel,1252,Sales,19,College,Medical,Low,Male,32,High,3,Sales Executive,Medium,Single,7642,4814,1,Yes,13,Excellent,4,0,10,2,Better,10,0,0,9
909,39,No,Travel_Rarely,1383,Human Resources,2,Bachelor,Life Sciences,Very High,Female,42,Medium,2,Human Resources,Very High,Married,5204,7790,8,No,11,Excellent,3,2,13,2,Better,5,4,0,4
910,33,No,Travel_Rarely,1075,Human Resources,3,College,Human Resources,Very High,Male,57,High,1,Human Resources,Medium,Divorced,2277,22650,3,Yes,11,Excellent,3,1,7,4,Best,4,3,0,3
916,28,No,Travel_Rarely,821,Sales,5,Master,Medical,Low,Male,98,High,2,Sales Executive,Very High,Single,4908,24252,1,No,14,Excellent,2,0,4,3,Better,4,2,0,2
922,20,Yes,Travel_Rarely,500,Sales,2,Bachelor,Medical,High,Female,49,Medium,1,Sales Representative,High,Single,2044,22052,1,No,13,Excellent,4,0,2,3,Good,2,2,0,2
925,47,No,Travel_Rarely,1454,Sales,2,Master,Life Sciences,Very High,Female,65,Medium,1,Sales Representative,Very High,Single,3294,13137,1,Yes,18,Excellent,1,0,3,3,Good,3,2,1,2
936,42,No,Travel_Rarely,462,Sales,14,College,Medical,High,Female,68,Medium,2,Sales Executive,High,Single,6244,7824,7,No,17,Excellent,1,0,10,6,Better,5,4,0,3
941,31,No,Travel_Rarely,154,Sales,7,Master,Life Sciences,Medium,Male,41,Medium,1,Sales Representative,High,Married,2329,11737,3,No,15,Excellent,2,0,13,2,Best,7,7,5,2
947,31,No,Non-Travel,1188,Sales,20,College,Marketing,Very High,Female,45,High,2,Sales Executive,High,Married,6932,24406,1,No,13,Excellent,4,1,9,2,Good,9,8,0,0
952,25,Yes,Travel_Rarely,867,Sales,19,College,Marketing,High,Male,36,Medium,1,Sales Representative,Medium,Married,2413,18798,1,Yes,18,Excellent,3,3,1,2,Better,1,0,0,0
954,40,No,Travel_Rarely,658,Sales,10,Master,Marketing,Low,Male,67,Medium,3,Sales Executive,Medium,Divorced,9705,20652,2,No,12,Excellent,2,1,11,2,Good,1,0,0,0
956,26,No,Travel_Frequently,1283,Sales,1,Bachelor,Medical,High,Male,52,Medium,2,Sales Executive,Low,Single,4294,11148,1,No,12,Excellent,2,0,7,2,Better,7,7,0,7
959,19,Yes,Travel_Rarely,419,Sales,21,Bachelor,Other,Very High,Male,37,Medium,1,Sales Representative,Medium,Single,2121,9947,1,Yes,13,Excellent,2,0,1,3,Best,1,0,0,0
967,36,Yes,Travel_Rarely,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,3,Sales Executive,Very High,Married,10325,5518,1,Yes,11,Excellent,1,1,16,6,Better,16,7,3,7
970,37,Yes,Travel_Rarely,625,Sales,1,Master,Life Sciences,Low,Male,46,Medium,3,Sales Executive,High,Married,10609,14922,5,No,11,Excellent,3,0,17,2,Bad,14,1,11,7
974,29,No,Travel_Frequently,1404,Sales,20,Bachelor,Technical Degree,High,Female,84,High,1,Sales Representative,Very High,Married,2157,18203,1,No,15,Excellent,2,1,3,5,Better,3,1,0,2
975,35,No,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,2,Sales Executive,High,Married,4601,6179,1,No,16,Excellent,2,0,5,3,Better,5,2,1,0
982,30,No,Travel_Rarely,231,Sales,8,College,Other,High,Male,62,High,3,Sales Executive,High,Divorced,7264,9977,5,No,11,Excellent,1,1,10,2,Best,8,4,7,7
983,38,No,Non-Travel,152,Sales,10,Bachelor,Technical Degree,High,Female,85,High,2,Sales Executive,Very High,Single,5666,19899,1,Yes,13,Excellent,2,0,6,1,Better,5,3,1,3
984,35,No,Travel_Rarely,882,Sales,3,Master,Life Sciences,Very High,Male,92,High,3,Sales Executive,Very High,Divorced,7823,6812,6,No,13,Excellent,2,1,12,2,Better,10,9,0,8
985,39,No,Travel_Rarely,903,Sales,2,Doctor,Life Sciences,Low,Male,41,Very High,3,Sales Executive,High,Single,7880,2560,0,No,18,Excellent,4,0,9,3,Better,8,7,0,7
986,40,Yes,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,4,Sales Executive,Medium,Single,13194,17071,4,Yes,16,Excellent,4,0,22,2,Good,1,0,0,0
990,36,No,Non-Travel,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,2,Sales Executive,Very High,Divorced,5079,25952,4,No,13,Excellent,4,2,12,3,Better,7,7,0,7
1003,47,No,Travel_Rarely,955,Sales,4,College,Life Sciences,Very High,Female,83,High,2,Sales Executive,Very High,Single,4163,8571,1,Yes,17,Excellent,3,0,9,0,Better,9,0,0,7
1036,38,No,Travel_Rarely,1035,Sales,3,Master,Life Sciences,Medium,Male,42,High,2,Sales Executive,Very High,Single,6861,4981,8,Yes,12,Excellent,3,0,19,1,Better,1,0,0,0
1037,26,Yes,Non-Travel,265,Sales,29,College,Medical,Medium,Male,79,Low,2,Sales Executive,Low,Single,4969,21813,8,No,18,Excellent,4,0,7,6,Better,2,2,2,2
1039,44,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,4,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Excellent,3,1,23,2,Better,12,11,11,11
1040,50,No,Non-Travel,145,Sales,1,Bachelor,Life Sciences,Very High,Female,95,High,2,Sales Executive,High,Married,6347,24920,0,No,12,Excellent,1,1,19,3,Better,18,7,0,13
1044,33,No,Non-Travel,1038,Sales,8,Below College,Life Sciences,Medium,Female,88,Medium,1,Sales Representative,Very High,Single,2342,21437,0,No,19,Excellent,4,0,3,2,Good,2,2,2,2
1047,34,No,Travel_Rarely,216,Sales,1,Master,Marketing,Medium,Male,75,Very High,2,Sales Executive,Very High,Divorced,9725,12278,0,No,11,Excellent,4,1,16,2,Good,15,1,0,9
1049,45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,8318,1,No,16,Excellent,1,0,6,3,Better,6,3,0,4
1050,53,No,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,3,Sales Executive,Medium,Married,7525,23537,2,No,12,Excellent,1,1,30,2,Better,15,7,6,12
1055,34,No,Travel_Rarely,1333,Sales,10,Master,Life Sciences,High,Female,87,High,1,Sales Representative,High,Married,2220,18410,1,Yes,19,Excellent,4,1,1,2,Better,1,1,0,0
1056,28,No,Travel_Rarely,1144,Sales,10,Below College,Medical,Very High,Male,74,High,1,Sales Representative,Medium,Married,1052,23384,1,No,22,Outstanding,2,0,1,5,Better,1,0,0,0
1066,40,No,Travel_Rarely,300,Sales,26,Bachelor,Marketing,High,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1,No,14,Excellent,2,1,8,3,Good,7,7,7,5
1070,54,No,Travel_Rarely,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,3,Sales Executive,High,Married,10686,8392,6,No,11,Excellent,2,1,13,4,Better,9,4,7,0
1076,43,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,Excellent,3,1,18,5,Better,1,0,0,0
1077,20,Yes,Travel_Frequently,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1,Yes,14,Excellent,2,0,2,3,Better,2,2,0,2
1098,44,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,Medium,Male,91,Medium,3,Human Resources,Low,Married,10482,2326,9,No,14,Excellent,4,1,24,1,Better,20,6,3,6
1100,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,Very High,Male,86,High,3,Sales Executive,Low,Single,9582,10333,0,Yes,22,Outstanding,1,0,9,2,Better,8,7,4,7
1105,37,No,Travel_Rarely,309,Sales,10,Master,Life Sciences,Very High,Female,88,Medium,2,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,Excellent,3,3,8,5,Better,1,0,0,0
1113,50,Yes,Travel_Frequently,959,Sales,1,Master,Other,Very High,Male,81,High,2,Sales Executive,High,Single,4728,17251,3,Yes,14,Excellent,4,0,5,4,Better,0,0,0,0
1114,33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,Very High,Female,30,High,2,Sales Executive,Medium,Married,4302,13401,0,No,17,Excellent,3,1,4,3,Better,3,2,0,2
1117,45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,Medium,Female,65,Medium,2,Sales Executive,High,Married,5593,17970,1,No,13,Excellent,4,1,15,2,Better,15,10,4,12
1119,38,No,Travel_Rarely,770,Sales,10,Master,Marketing,High,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,Excellent,2,2,9,2,Better,8,7,2,7
1125,38,No,Travel_Rarely,130,Sales,2,College,Marketing,Very High,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7,No,16,Excellent,3,0,10,2,Better,1,0,0,0
1135,31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,High,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0,No,12,Excellent,1,1,3,4,Better,2,2,2,2
1137,35,No,Travel_Frequently,1182,Sales,11,College,Marketing,Very High,Male,54,High,2,Sales Executive,Very High,Divorced,4968,18500,1,No,11,Excellent,4,1,5,3,Better,5,2,0,2
1138,49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,Very High,Male,56,Medium,4,Sales Executive,Medium,Married,13120,11879,6,No,17,Excellent,2,1,22,3,Better,9,8,2,3
1152,38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,High,Male,37,Very High,1,Human Resources,High,Married,2844,6004,1,No,13,Excellent,4,1,7,2,Best,7,6,5,0
1157,33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,Low,Female,77,High,2,Sales Executive,Low,Single,8224,18385,0,Yes,17,Excellent,1,0,6,3,Better,5,2,0,3
1163,34,No,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,Medium,Female,70,High,2,Sales Executive,High,Married,5714,5829,1,No,20,Outstanding,1,0,6,3,Good,6,5,1,3
1164,35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,High,Male,100,High,1,Human Resources,High,Single,4323,7108,1,No,17,Excellent,2,0,6,2,Bad,5,4,1,4
1165,29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Very High,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,No,13,Excellent,1,1,11,3,Bad,11,8,3,10
1167,42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,High,Male,44,High,4,Sales Executive,Low,Single,13758,2447,0,Yes,12,Excellent,2,0,22,2,Good,21,9,13,14
1171,42,No,Travel_Rarely,647,Sales,4,Master,Marketing,Medium,Male,45,High,2,Sales Executive,Low,Single,5155,2253,7,No,13,Excellent,4,0,9,3,Best,6,4,1,5
1179,30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,High,Male,72,Medium,2,Sales Executive,High,Married,6578,2706,1,No,18,Excellent,1,1,10,3,Better,10,3,1,4
1188,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,Low,Female,85,Low,2,Sales Executive,High,Single,5346,9489,8,No,13,Excellent,2,0,7,2,Good,4,3,1,3
1190,32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,High,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1,No,12,Excellent,3,3,1,3,Better,1,0,0,0
1207,33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,Medium,Male,99,High,1,Human Resources,High,Married,3600,8429,1,No,13,Excellent,4,1,5,2,Better,5,4,1,4
1211,30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,High,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,Excellent,3,3,8,3,Better,4,3,0,3
1212,40,No,Travel_Frequently,1184,Sales,2,Master,Medical,Medium,Male,62,High,2,Sales Executive,Medium,Married,4327,25440,5,No,12,Excellent,4,3,5,2,Better,0,0,0,0
1218,35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,High,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3,Yes,15,Excellent,4,3,15,2,Better,7,7,1,7
1220,33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,Medium,Female,82,High,2,Sales Executive,High,Married,4539,4905,1,No,12,Excellent,1,1,10,3,Good,10,7,0,1
1226,20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,High,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1,No,17,Excellent,4,0,2,2,Better,2,1,2,2
1231,42,No,Non-Travel,179,Human Resources,2,Doctor,Medical,Very High,Male,79,Very High,2,Human Resources,Low,Married,6272,12858,7,No,16,Excellent,1,1,10,3,Best,4,3,0,3
1233,60,No,Travel_Rarely,696,Sales,7,Master,Marketing,Medium,Male,52,Very High,2,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,Excellent,2,1,12,3,Better,11,7,1,9
1239,40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,Medium,Female,84,Medium,2,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Excellent,2,1,7,2,Best,5,1,1,3
1240,25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,High,Male,57,High,2,Sales Executive,Very High,Single,4950,20623,0,No,14,Excellent,2,0,5,4,Better,4,3,1,1
1243,35,No,Non-Travel,1212,Sales,8,College,Marketing,High,Female,78,Medium,3,Sales Executive,Very High,Married,10377,13755,4,Yes,11,Excellent,2,1,16,6,Good,13,2,4,12
1254,59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,High,Female,48,Medium,2,Sales Executive,Very High,Single,5171,16490,5,No,17,Excellent,4,0,13,2,Better,6,1,0,5
1268,33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,Very High,Male,82,Very High,3,Sales Executive,High,Divorced,8380,21708,0,Yes,14,Excellent,4,2,10,3,Better,9,8,0,8
1273,25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,High,Male,73,Low,1,Sales Representative,Very High,Single,1118,8040,1,Yes,14,Excellent,4,0,1,4,Better,1,0,1,0
1281,34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,High,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Yes,12,Excellent,4,0,4,3,Better,3,2,0,2
1289,34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,High,Male,56,Medium,2,Human Resources,Medium,Married,4490,21833,4,No,11,Excellent,4,2,14,5,Best,10,9,1,8
1293,43,No,Travel_Rarely,531,Sales,4,Master,Marketing,Very High,Female,56,Medium,3,Sales Executive,Very High,Single,10231,20364,3,No,14,Excellent,4,0,23,3,Best,21,7,15,17
1304,32,No,Travel_Rarely,604,Sales,8,Bachelor,Medical,High,Male,56,Very High,2,Sales Executive,Very High,Married,6209,11693,1,No,15,Excellent,3,2,10,4,Best,10,7,0,8
1314,46,No,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Very High,Female,44,High,1,Human Resources,Low,Single,3423,22957,6,No,12,Excellent,3,0,10,3,Best,7,6,5,7
1318,40,Yes,Travel_Rarely,299,Sales,25,Master,Marketing,Very High,Male,57,Medium,3,Sales Executive,Medium,Single,9094,17235,2,Yes,12,Excellent,3,0,9,2,Better,5,4,1,0
1319,52,Yes,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,Medium,Male,64,High,3,Sales Executive,Medium,Single,8446,21534,9,Yes,19,Excellent,3,0,10,2,Good,8,7,7,7
